trial_loop_training.thisRepN,trial_loop_training.thisTrialN,trial_loop_training.thisN,trial_loop_training.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,thisRow.t,notes,condition_response.keys,condition_response.rt,condition_response.duration,trial_randomization_training.started,trial_randomization_training.stopped,fixation_period_training.started,time_fixation_training,fixation_cross_training.started,fixation_cross_training.stopped,fixation_period_training.stopped,trial_training.started,continue_signal_time,trial_type,corr_resp,go_rectangle_training.started,key_resp_training.started,stop_signal_triangle_training.started,go_rectangle_training.stopped,stop_signal_triangle_training.stopped,trial_training.stopped,key_resp_training.keys,key_resp_training.corr,blank_training.started,no_shape_2.started,no_shape_2.stopped,blank_training.stopped,feedback_accuracy_training.started,total_score_training,feedback_text_training.started,feedback_text_training.stopped,feedback_accuracy_training.stopped,ssd_training,key_resp_training.rt,key_resp_training.duration,time_fixation,fixation_cross.started,fixation_cross.stopped,trial.started,go_rectangle.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,total_score,stop_signal_triangle.started,go_rectangle.stopped,key_resp.rt,key_resp.duration,stop_signal_time,stop_signal_triangle.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,0,0,0,0,18,0,18,0,201.4997088999953,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,0.7008863571189675,201.4997088999953,202.21603300003335,202.19993900001282,202.21603300003335,202.21603300003335,202.43435280001722,space,1,5,,,0.2125151000218466,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,19,0,19,0,204.44912599999225,,,,,,,,,,,,,0.1416666666666667,go_continue_trial,space,,,,,,,,,,,,,,,,,,,,,1.3988466822953578,204.44912599999225,205.8489662000211,205.8327483999892,205.8489662000211,205.8489662000211,206.0837171000312,space,1,6,205.9822642999934,205.99887750000926,0.2200773999793455,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,20,0,20,0,208.09848049998982,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,1.4591037192610523,208.09848049998982,209.56508189998567,209.54907300003106,209.56508189998567,209.56508189998567,209.78295470000012,space,1,7,,,0.21576890000142157,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,21,0,21,0,211.79799340001773,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,1.3824019039935143,211.79799340001773,213.18123919999925,213.16507450002246,213.18123919999925,213.18123919999925,213.41574510000646,space,1,8,,,0.23152319999644533,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,22,0,22,0,215.43078689998947,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,0.923827820240625,215.43078689998947,216.36432689998765,216.34786010003882,216.36432689998765,216.36432689998765,216.84862900001463,space,1,9,,,0.47931500000413507,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,23,0,23,0,218.86365300003672,,,,,,,,,,,,,,stop_trial,None,,,,,,,,,,,,,,,,,,,,,1.0348192854100746,218.86365300003672,219.91342659998918,219.8977141000214,219.91342659998918,219.91342659998918,220.19814390002284,space,0,6,219.99671740003396,220.01377620000858,0.27810429997043684,None,0.09166666666666669,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,24,0,24,0,222.2130293000373,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,1.2046008221422884,222.2130293000373,223.42993909999495,223.41343960002996,223.42993909999495,223.42993909999495,223.6472892999882,space,1,7,,,0.21241700003156438,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,25,0,25,0,225.66272860002937,,,,,,,,,,,,,0.09166666666666669,go_continue_trial,space,,,,,,,,,,,,,,,,,,,,,0.731826604188582,225.66272860002937,226.39610220002942,226.37991280003916,226.39610220002942,226.39610220002942,226.69694190000882,space,1,8,226.47919310000725,226.49609500000952,0.2868843000032939,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,26,0,26,0,228.71222250000574,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,1.080709248834296,228.71222250000574,229.79544509999687,229.77947700000368,229.79544509999687,229.79544509999687,230.04649119998794,space,1,9,,,0.24189309997018427,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,27,0,27,0,232.06178380001802,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,1.2659367248646045,232.06178380001802,233.3281100000022,233.31196429999545,233.3281100000022,233.3281100000022,233.56245100003434,space,1,10,,,0.23000360000878572,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,28,0,28,0,235.57809030002682,,,,,,,,,,,,,,stop_trial,None,,,,,,,,,,,,,,,,,,,,,0.8588952164026621,235.57809030002682,236.44435190001968,236.4283718999941,236.44435190001968,236.44435190001968,236.6953588000033,space,0,7,236.52792260004207,236.54443449998507,0.23850079998373985,None,0.09166666666666669,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,29,0,29,0,238.71050680003827,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,0.8372409871166928,238.71050680003827,239.56066740001552,239.54429610003717,239.56066740001552,239.56066740001552,239.74494780000532,space,1,8,,,0.1819097999832593,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,30,0,30,0,241.7601951000397,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,0.7311976904709497,241.7601951000397,242.49356880004052,242.47733180003706,242.49356880004052,242.49356880004052,242.76117790001445,space,1,9,,,0.26274959999136627,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,31,0,31,0,244.77643800002988,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,0.6739132695956994,244.77643800002988,245.45982480002567,245.44367120001698,245.45982480002567,245.45982480002567,245.7274158000364,space,1,10,,,0.2575788999674842,None,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,32,0,32,0,247.7426972000394,,,,,,,,,,,,,,go_trial,space,,,,,,,,,,,,,,,,,,,,,0.936357232033102,247.7426972000394,248.6929620000301,248.67659170000115,248.6929620000301,248.6929620000301,249.66021380003076,None,0,9,,,,,,,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,0,0,0,0,33,0,33,0,251.67543290002504,,,,,,,,,,,,,0.09166666666666669,go_continue_trial,space,,,,,,,,,,,,,,,,,,,,,0.8173758444711097,251.67543290002504,252.4921570000006,252.47627750004176,252.4921570000006,252.4921570000006,253.05936559999827,None,0,8,252.5756511000218,252.59246680000797,,,,253.0752234000247,juliette_task_tmsi,001,2024-02-26_18h26.03.085,modified_stop_signal_task_lsl,2023.2.3,59.9828928813638,2024-02-26 18h27.24.865587 +0100,
,,,,,,,,,,,,255.07481620000908,,,,,,,,,,,,,,go_fast_trial,space,,,,,,,,,,,,,,,,,,,,,1.1748029529668038,255.07481620000908,256.2580779000418,256.24214370001573,256.2580779000418,256.2580779000418,257.2257275999873,None,0,7,,,,,,,,,,,,,,
